ADUA,PAIS,COD_PAI4,COD_SAL,VIA,BANDERA,MODAD,DPTO2,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
90,242,SLV,BOG,4,249,198,5,33,KG,492.0,492.0,492.0,19094.0,4.0,61265528.0,6.0,11227.0,7.0
37,239,ECU,IPI,3,169,199,76,33,KG,18650.0,19220.0,18.0,18650.0,6490.0,2.0,20453800.0,39.0,189.0
48,647,DOM,CTG,1,741,198,5,11,U,200.0,168.0,42.0,168.0,42.0,730.0,2299923.0,4.0,0.0
35,589,PER,BUN,1,23,199,76,33,KG,424000.0,425104.0,424000.0,147895.0,44.0,468052093.0,7.0,0.0,0.0
3,573,NLD,BOG,4,149,198,5,11,U,2000.0,360.0,330.0,3000.0,9490380.0,0.0,0.0,0.0,0.0
35,580,PAN,BUN,1,221,199,76,33,KG,1394.0,4.0,1547.0,3.0,1394.0,4.0,3824.0,8.0,11935517.0
48,589,PER,CTG,1,434,198,13,33,KG,16200.0,17280.0,16200.0,30923.0,96992772.0,57.0,22935.0,9.0,505.0
90,611,PRI,MDE,4,580,198,5,11,U,75.0,11.0,66.0,11.0,8.0,443.0,22.0,1402108.0,74.0
3,589,PER,BOG,4,169,198,5,11,U,16.0,6.0,2.0,5.0,62.0,127.0,28.0,401005.0,82.0
3,589,PER,BUN,1,607,198,25,11,U,6212.0,381.0,41.0,348.0,44.0,2475.0,85.0,7943913.0,26.0
48,249,USA,CTG,1,467,198,25,11,U,170.0,1900.0,1710.0,22717.0,1.0,71278535.0,98.0,0.0,2335.0
48,647,DOM,CTG,1,434,198,13,33,KG,48206.0,5.0,48212.0,5.0,48206.0,5.0,41909.0,8.0,131872750.0
87,580,PAN,BAQ,1,580,199,8,33,KG,11771.0,19.0,12152.0,5.0,11771.0,19.0,38172.0,87.0,120646119.0
35,249,USA,BUN,1,472,198,76,33,KG,2099.0,2126.0,2099.0,23909.0,99.0,77707706.0,59.0,0.0,0.0
90,249,USA,MDE,4,169,198,5,33,KG,122.0,58.0,142.0,3.0,122.0,58.0,810.0,17.0,2528184.0
35,249,USA,BUN,1,434,198,76,33,KG,19269.0,19490.0,19269.0,57725.0,181867230.0,5.0,0.0,0.0,0.0
90,628,GBR,MDE,4,249,198,5,11,U,360.0,48.0,43.0,219.0,691496.0,88.0,0.0,0.0,0.0
3,249,USA,BOG,4,253,198,11,19,2U,419.0,325.0,71.0,240.0,28.0,6695.0,21159681.0,4.0,0.0
35,199,CUB,CTG,1,741,198,76,33,KG,1030.0,4.0,1552.0,33.0,1030.0,4.0,8904.0,41.0,28180231.0
3,580,PAN,BOG,4,169,198,11,33,KG,284.0,340.0,4.0,284.0,952.0,3015802.0,72.0,0.0,0.0
48,647,DOM,CTG,1,434,198,25,11,U,9216.0,1933.0,99.0,1875.0,94.0,6154.0,8.0,19497544.0,72.0
3,249,USA,BOG,4,249,198,11,11,U,1330.0,811.0,1.0,698.0,3195.0,8.0,9972685.0,62.0,0.0
90,580,PAN,MDE,4,580,198,5,33,KG,652.0,3.0,679.0,26.0,652.0,3.0,1876.0,4.0,5892252.0
4,611,PRI,BGA,4,169,198,68,11,U,4.0,,55.0,,5.0,33.0,4.0,105229.0,37.0
48,249,USA,CTG,1,741,198,68,33,KG,153859.0,155403.0,153859.0,508727.0,8.0,1595664667.0,0.0,0.0,0.0
48,345,HND,CTG,1,741,198,25,11,U,640.0,487.0,2.0,339.0,2.0,4124.0,12950143.0,56.0,0.0
48,403,JOR,CTG,1,607,199,23,33,KG,45698.0,37.0,49034.0,71.0,45698.0,37.0,211717.0,36.0,671421554.0
88,589,PER,BOG,4,589,198,76,11,U,12.0,2.0,89.0,2.0,66.0,156.0,491632.0,44.0,124.0
48,317,GTM,CTG,1,434,198,13,33,KG,2441.0,22.0,2971.0,58.0,2441.0,22.0,104163.0,92.0,325049762.0
37,239,ECU,IPI,3,239,198,5,33,KG,24.0,9.0,25.0,94.0,24.0,9.0,157.0,12.0,493386.0
35,589,PER,BUN,1,741,198,11,82,M2,5390.0,1015.0,74.0,1000.0,3255.0,56.0,10579756.0,11.0,2443.0
90,249,USA,MDE,4,169,198,5,11,U,463080.0,732.0,99.0,645.0,5.0,58511.0,4.0,184085056.0,56057.0
39,850,VEN,MAI,3,850,104,11,11,U,40.0,587.0,1.0,587.0,1.0,89558.0,27.0,281501345.0,4.0
87,249,USA,CTG,1,434,199,8,33,KG,19498.0,19530.0,19498.0,77992.0,245146014.0,2.0,0.0,0.0,0.0
3,249,USA,BOG,4,249,198,11,11,U,90.0,120.0,120.0,4340.0,13729416.0,4.0,0.0,0.0,0.0
3,580,PAN,BOG,4,249,104,11,11,U,1.0,29.0,18.0,300.0,948156.0,0.0,0.0,0.0,0.0
35,850,VEN,BUN,1,434,198,76,33,KG,691.0,2.0,801.0,96.0,691.0,2.0,3110.0,36.0,9755613.0
3,391,JAM,BOG,4,249,198,11,11,U,4900.0,121.0,23.0,80.0,736.0,5.0,2321072.0,38.0,736.0
37,239,ECU,IPI,3,169,198,11,82,M2,3835.0,44.0,812.0,38.0,794.0,48.0,8696.0,27259308.0,63.0
3,249,USA,BOG,4,573,107,11,33,KG,18.0,18.0,83.0,18.0,500.0,1580260.0,0.0,0.0,0.0
48,196,CRI,CTG,1,467,198,25,33,KG,435.0,3.0,439.0,65.0,435.0,3.0,5953.0,5.0,19348934.0
48,105,BRA,CTG,1,23,198,5,33,KG,72298.0,63.0,82604.0,28.0,72298.0,63.0,307559.0,72.0,977523156.0
35,239,ECU,BUN,1,434,198,11,33,KG,59.0,96.0,62.0,59.0,59.0,96.0,678.0,2142832.0,56.0
35,97,BOL,BUN,1,580,198,76,33,KG,306.0,327.0,85.0,306.0,667.0,8.0,2168016.0,67.0,0.0
3,218,TWN,BOG,4,249,198,5,11,U,87.0,18.0,15.0,4.0,35.0,13643.0,73.0,0.0,0.0
3,249,USA,BOG,4,249,198,11,11,U,1.0,11.0,42.0,10.0,12872.0,63.0,40738655.0,79.0,0.0
35,211,CHL,BUN,1,607,198,76,11,U,89.0,31.0,37.0,27.0,66.0,913.0,5.0,2968646.0,62.0
37,239,ECU,IPI,3,169,198,5,33,KG,8231.0,52.0,8506.0,11.0,8231.0,52.0,38409.0,9.0,120742298.0
3,647,DOM,BOG,4,169,198,25,33,KG,62.0,58.0,66.0,72.0,62.0,58.0,502.0,74.0,1587411.0
90,249,USA,MDE,4,211,198,5,33,KG,264.0,293.0,21.0,264.0,738.0,31.0,2326104.0,71.0,0.0
3,647,DOM,CTG,1,741,198,25,33,KG,59.0,89.0,66.0,7.0,59.0,89.0,2422.0,67.0,7650674.0
48,934,XCF,CTG,3,169,201,13,33,KG,195.0,84.0,215.0,84.0,195.0,84.0,473.0,66.0,1535226.0
3,580,PAN,BOG,4,169,198,11,11,U,9650.0,581.0,541.0,1981.0,5.0,6183389.0,64.0,1940.0,48.0
3,493,MEX,BOG,4,493,199,25,33,KG,155.0,7.0,164.0,9.0,155.0,7.0,2633.0,9.0,8258660.0
48,249,USA,CTG,1,434,198,13,33,KG,6537.0,65.0,7026.0,73.0,6537.0,65.0,27096.0,56.0,86940938.0
3,386,ITA,BOG,4,245,198,5,11,U,1500.0,8.0,39.0,8.0,25.0,180.0,568893.0,6.0,0.0
3,242,SLV,BOG,4,249,198,25,33,KG,233.0,74.0,250.0,37.0,233.0,74.0,9909.0,4.0,31149057.0
35,589,PER,BUN,1,23,198,11,82,M2,8943.0,39.0,2300.0,17.0,2279.0,5.0,14907.0,54.0,47178637.0
87,580,PAN,BAQ,1,580,198,76,33,KG,6445.0,6.0,6736.0,9.0,6445.0,6.0,3838.0,9.0,12116608.0
3,647,DOM,BOG,4,580,198,11,11,U,156.0,40.0,4.0,38.0,85.0,1262.0,4.0,4008466.0,84.0
3,317,GTM,BOG,4,589,198,11,11,U,2.0,,82.0,,82.0,33.0,104198.0,16.0,0.0
37,239,ECU,IPI,3,169,199,5,33,KG,600.0,628.0,32.0,600.0,1021.0,36.0,3224964.0,62.0,0.0
3,43,ATG,BOG,4,249,198,11,11,U,80.0,34.0,75.0,32.0,6.0,1180.0,88.0,3837564.0,78.0
3,249,USA,BOG,4,249,199,11,33,KG,1101.0,1340.0,36.0,1101.0,7855.0,93.0,24805256.0,8.0,0.0
35,573,NLD,BUN,1,467,198,17,33,KG,7208.0,7381.0,7208.0,54255.0,13.0,170170672.0,7.0,0.0,0.0
35,149,CAN,BUN,1,607,199,76,33,KG,21500.0,21625.0,21500.0,11760.0,5.0,36965838.0,81.0,0.0,2418.0
48,611,PRI,CTG,1,434,198,11,11,U,53684.0,23108.0,28.0,21064.0,98.0,60381.0,4.0,195708193.0,7.0
87,249,USA,BAQ,1,43,199,8,33,KG,950.0,1138.0,59.0,950.0,17100.0,53749062.0,0.0,0.0,0.0
3,589,PER,BOG,4,169,198,11,11,U,240.0,48.0,74.0,43.0,32.0,2340.0,7339386.0,6.0,0.0
48,200,CUW,CTG,1,434,198,25,61,L,1296.0,1510.0,6.0,1296.0,2340.0,7374486.0,6.0,0.0,0.0
3,386,ITA,BOG,4,573,198,11,11,U,46930.0,1772.0,46.0,1763.0,7971.0,6.0,24875856.0,9.0,7971.0
3,589,PER,BOG,4,589,199,25,11,U,5000.0,5.0,32.0,5.0,74.0,31.0,235172.0,57.0,0.0
48,391,JAM,CTG,1,434,198,25,11,U,36.0,13.0,9.0,13.0,32.0,190.0,8.0,620052.0,3.0
3,249,USA,BOG,4,580,198,11,11,U,198.0,26.0,62.0,19.0,85.0,2122.0,2.0,6707255.0,54.0
88,345,HND,CLO,4,580,199,76,11,U,17.0,7.0,76.0,7.0,1.0,443.0,7.0,1402322.0,72.0
35,249,USA,CTG,1,434,198,41,33,KG,69855.0,70455.0,69855.0,197122.0,98.0,623844951.0,0.0,0.0,0.0
3,676,RUS,BOG,4,253,198,25,11,U,3800.0,99.0,90.0,1930.0,25.0,6067200.0,4.0,1912.0,21.0
35,855,VNM,BUN,1,221,198,76,33,KG,27000.0,28350.0,27000.0,27000.0,84373920.0,0.0,0.0,0.0,0.0
35,211,CHL,BUN,1,607,198,76,33,KG,70.0,75.0,72.0,19.0,70.0,75.0,840.0,2730008.0,4.0
90,249,USA,MDE,4,105,198,5,11,U,1133.0,505.0,59.0,466.0,4.0,2662.0,7.0,8314442.0,9.0
3,242,SLV,BOG,4,249,199,11,11,U,18.0,7.0,65.0,6.0,74.0,101.0,84.0,328513.0,22.0
48,196,CRI,CTG,1,434,198,25,11,U,195.0,11.0,86.0,10.0,95.0,351.0,19.0,1136384.0,32.0
35,211,CHL,BUN,1,215,198,25,11,U,275.0,125.0,97.0,121.0,1526.0,25.0,4959930.0,93.0,0.0
35,245,ESP,BUN,1,434,199,76,33,KG,100000.0,100270.0,100000.0,100000.0,324120000.0,98150.0,0.0,0.0,0.0
90,245,ESP,MDE,4,580,198,5,11,U,80.0,39.0,82.0,36.0,1000.0,3164750.0,0.0,0.0,0.0
48,647,DOM,CTG,1,434,198,11,11,U,1008.0,410.0,23.0,338.0,36.0,1390.0,8.0,4517412.0,48.0
48,87,BEL,CTG,1,467,198,17,33,KG,19224.0,19389.0,19224.0,60181.0,35.0,195574342.0,2.0,0.0,0.0
90,589,PER,BOG,4,169,198,5,11,U,200.0,122.0,25.0,103.0,2.0,1903.0,5995553.0,74.0,0.0
3,242,SLV,BOG,4,249,198,11,19,2U,12.0,5.0,45.0,5.0,34.0,244.0,98.0,776062.0,34.0
35,589,PER,BUN,1,23,199,5,11,U,5894.0,481.0,1.0,462.0,2.0,3743.0,75.0,11710712.0,6.0
35,628,GBR,BUN,1,607,198,41,33,KG,39986.0,40106.0,39986.0,140030.0,97.0,443163012.0,3.0,0.0,0.0
3,341,HTI,BOG,4,249,198,5,11,U,4.0,1.0,1.0,,9.0,166.0,6.0,539983.0,92.0
3,249,USA,BOG,4,493,198,5,11,U,1710.0,53.0,54.0,49.0,188.0,1.0,595046.0,82.0,177.0
3,169,COL,BOG,3,169,198,11,33,KG,14.0,47.0,14.0,47.0,14.0,47.0,238.0,47.0,751213.0
48,87,BEL,CTG,1,23,198,11,11,U,16.0,19.0,6.0,18.0,11.0,297.0,37.0,927960.0,92.0
87,767,CHE,BAQ,4,169,2,8,33,KG,256.0,284.0,256.0,406.0,1319504.0,6.0,0.0,0.0,0.0
90,611,PRI,MDE,4,169,198,5,11,U,31.0,3.0,47.0,3.0,3.0,244.0,9.0,764225.0,14.0
90,611,PRI,MDE,4,249,198,5,11,U,972.0,168.0,94.0,151.0,1180.0,8.0,3732296.0,25.0,0.0
3,647,DOM,BOG,7,647,198,68,67,M3,2345.0,6.0,1737445.0,31.0,1737445.0,31.0,1227203.0,82.0,3863343921.0
90,196,CRI,MDE,4,580,198,5,11,U,39.0,7.0,55.0,6.0,82.0,333.0,84.0,1041767.0,75.0
3,573,NLD,BOG,4,573,198,11,11,U,130.0,12.0,8.0,1.0,3160.0,52.0,0.0,0.0,0.0
90,493,MEX,BOG,4,493,198,5,11,U,300.0,25.0,71.0,21.0,58.0,1800.0,5652342.0,0.0,0.0
35,249,USA,BUN,1,580,199,19,33,KG,19278.0,19324.0,19278.0,6423.0,43.0,20147023.0,96.0,0.0,0.0
3,249,USA,BOG,4,850,198,68,11,U,165.0,17.0,36.0,16.0,5.0,1593.0,37.0,5020039.0,65.0
87,105,BRA,BAQ,7,105,198,68,67,M3,20.0,57.0,14717.0,15.0,14717.0,15.0,10395.0,12.0,32516663.0
3,239,ECU,BOG,4,239,199,11,11,U,1023.0,144.0,27.0,128.0,13.0,2541.0,71.0,8001540.0,8.0
37,239,ECU,IPI,3,169,198,11,82,M2,6456.0,48.0,688.0,62.0,673.0,45.0,11918.0,34.0,37281401.0
88,249,USA,CLO,4,580,198,76,11,U,621.0,300.0,283.0,8418.0,5.0,27358020.0,37.0,0.0,0.0
87,249,USA,BAQ,1,434,199,8,11,U,1.0,492.0,36.0,430.0,5.0,3369.0,1.0,10570807.0,91.0
90,249,USA,MDE,4,249,198,5,11,U,9.0,3.0,33.0,3.0,22.0,142.0,17.0,445929.0,0.0
3,149,CAN,BOG,4,249,198,11,11,U,129050.0,3781.0,99.0,3241.0,17845.0,2.0,56091389.0,54.0,0.0
35,239,ECU,BUN,1,434,198,25,11,U,51030.0,43120.0,35.0,43120.0,35.0,45218.0,2.0,142777370.0,9.0
3,244,ARE,BOG,4,827,198,25,11,U,40.0,67.0,50.0,600.0,1872336.0,0.0,0.0,0.0,0.0
3,249,USA,BOG,4,249,198,5,33,KG,12.0,34.0,87.0,12.0,39.0,123037.0,2.0,0.0,15.0
35,149,CAN,BUN,1,580,198,66,33,KG,38387.0,38773.0,38387.0,113824.0,63.0,357142988.0,6.0,0.0,0.0
48,245,ESP,CTG,1,467,2,5,33,KG,25.0,25.0,3.0,25.0,97.0,59.0,317143.0,1.0,0.0
87,249,USA,BAQ,1,43,198,8,82,M2,9360.0,41.0,288158.0,71.0,269339.0,68.0,943311.0,73.0,2978801726.0
3,196,CRI,CTG,1,434,198,25,33,KG,54.0,42.0,59.0,43.0,54.0,42.0,1979.0,56.0,6236762.0
48,317,GTM,CTG,1,351,198,5,11,U,17.0,121.0,93.0,108.0,54.0,3928.0,7.0,12605469.0,67.0
3,149,CAN,BOG,4,249,198,25,11,U,1200.0,75.0,63.0,312.0,978949.0,92.0,0.0,0.0,0.0
41,196,CRI,TRB,1,607,199,5,11,U,749.0,60.0,46.0,48.0,79.0,1915.0,8.0,6068986.0,18.0
3,215,CHN,BOG,4,23,198,25,11,U,4200.0,60.0,5.0,55.0,848.0,2671691.0,84.0,832.0,38.0
90,249,USA,MDE,4,169,198,5,11,U,3960.0,203.0,18.0,182.0,613.0,8.0,1933826.0,0.0,0.0
35,239,ECU,BUN,1,467,198,17,11,U,90180.0,5969.0,62.0,5839.0,4.0,14287.0,5.0,44865464.0,62.0
35,211,CHL,BUN,1,741,198,76,33,KG,67.0,2.0,69.0,34.0,67.0,2.0,147.0,6.0,477946.0
3,341,HTI,BOG,4,249,198,5,11,U,3.0,1.0,,9.0,165.0,69.0,537034.0,42.0,0.0
87,190,KOR,CTG,1,467,199,8,33,KG,62790.0,62830.0,62790.0,342671.0,3.0,1073139150.0,0.0,1659.0,0.0
3,589,PER,BOG,4,249,104,11,11,U,1.0,52.0,33.0,300.0,948156.0,0.0,0.0,0.0,0.0
3,249,USA,BOG,4,249,198,5,11,U,32.0,2.0,88.0,2.0,63.0,464.0,96.0,1459484.0,7.0
3,149,CAN,BOG,4,169,198,25,33,KG,48.0,65.0,50.0,2.0,48.0,65.0,256.0,809093.0,12.0
48,249,USA,CTG,1,741,198,13,11,U,10904.0,1218.0,1015.0,7034.0,4.0,22064028.0,69.0,0.0,0.0
37,239,ECU,IPI,3,239,199,5,11,U,80.0,31.0,12.0,29.0,5.0,85.0,6.0,269331.0,93.0
48,63,ARG,CTG,1,580,198,76,33,KG,366.0,6.0,422.0,41.0,366.0,6.0,1668.0,21.0,5421699.0
3,23,DEU,BOG,4,445,198,25,11,U,13230.0,400.0,2.0,360.0,2116.0,8.0,6661928.0,1.0,2116.0
90,239,ECU,BOG,4,169,198,5,11,U,366.0,22.0,44.0,19.0,16.0,3777.0,9.0,11900913.0,12.0
48,493,MEX,CTG,1,434,198,11,11,U,4.0,5.0,65.0,2.0,6.0,412.0,69.0,1287823.0,9.0
35,211,CHL,BUN,1,580,198,76,33,KG,23032.0,93.0,25466.0,94.0,23032.0,93.0,38973.0,7.0,126654781.0
16,580,PAN,PEI,4,169,198,66,11,U,280.0,65.0,2.0,58.0,68.0,358.0,75.0,1165847.0,81.0
3,211,CHL,BOG,4,249,198,11,11,U,17420.0,237.0,200.0,1080.0,3370204.0,8.0,0.0,0.0,0.0
3,538,NOR,BOG,4,169,198,11,11,U,700.0,41.0,87.0,34.0,177.0,556349.0,94.0,0.0,91.0
3,628,GBR,BOG,4,850,198,11,11,U,102.0,31.0,93.0,29.0,35.0,3345.0,6.0,10573835.0,71.0
48,149,CAN,CTG,1,580,198,11,33,KG,1089.0,1169.0,86.0,1089.0,2268.0,13.0,7351462.0,95.0,0.0
48,69,AUS,CTG,1,741,198,5,11,U,554550.0,62152.0,8.0,55937.0,55.0,133092.0,5.0,417258250.0,8.0
35,676,RUS,BUN,1,23,199,66,33,KG,21900.0,22027.0,21900.0,11431.0,8.0,35869101.0,58.0,0.0,0.0
90,493,MEX,MDE,4,580,198,5,11,U,4008.0,278.0,99.0,260.0,76.0,31233.0,24.0,99911346.0,33.0
3,211,CHL,BOG,4,249,198,5,11,U,650.0,15.0,5.0,14.0,4.0,606.0,52.0,1906425.0,79.0
3,245,ESP,BOG,4,245,198,11,11,U,1600.0,125.0,5.0,117.0,416.0,1317829.0,76.0,396.0,42.0
90,249,USA,MDE,4,169,198,5,11,U,240.0,48.0,43.0,248.0,777874.0,32.0,0.0,0.0,0.0
48,63,ARG,CTG,1,472,198,11,33,KG,1570.0,8.0,1806.0,8.0,1570.0,8.0,11031.0,83.0,35850689.0
39,850,VEN,MAI,3,850,199,19,33,KG,59960.0,59960.0,59960.0,84903.0,36.0,272417524.0,8.0,59870.0,6.0
88,249,USA,CLO,4,580,199,76,11,U,88.0,99.0,90.0,70093.0,92.0,219855888.0,5.0,56468.0,35.0
48,249,USA,CTG,1,741,198,5,11,U,127.0,3308.0,59.0,3308.0,59.0,39885.0,78.0,125663340.0,7.0
90,249,USA,MDE,4,169,198,5,11,U,4268.0,154.0,53.0,137.0,672.0,5.0,2109232.0,56.0,0.0
3,249,USA,BOG,4,249,199,11,11,U,40.0,33.0,45.0,20.0,840.0,2657306.0,4.0,0.0,0.0
48,211,CHL,CTG,1,23,198,5,33,KG,17260.0,8.0,18143.0,43.0,17260.0,8.0,52827.0,63.0,171224914.0
48,69,AUS,CTG,1,232,198,25,33,KG,27.0,29.0,31.0,38.0,27.0,29.0,126.0,396045.0,72.0
87,215,CHN,BAQ,1,434,199,8,33,KG,38361.0,6.0,41558.0,4.0,38361.0,6.0,95608.0,298771175.0,7.0
3,573,NLD,BOG,4,249,198,5,11,U,57830.0,9837.0,8520.0,29530.0,4.0,93196812.0,84.0,0.0,0.0
3,245,ESP,BOG,4,245,198,11,11,U,43580.0,2856.0,2569.0,9415.0,8.0,29453281.0,49.0,0.0,0.0
3,245,ESP,BOG,4,245,104,11,11,U,1.0,1.0,86.0,1.0,64.0,54.0,209755.0,64.0,0.0
3,589,PER,BOG,4,169,198,25,33,KG,207.0,54.0,231.0,207.0,54.0,2454.0,64.0,7659851.0,39.0
48,611,PRI,CTG,1,434,198,76,33,KG,23680.0,25756.0,23680.0,19200.0,60763200.0,0.0,0.0,0.0,0.0
48,317,GTM,CTG,1,741,198,11,11,U,93.0,18.0,95.0,17.0,6.0,399.0,9.0,1283103.0,14.0
3,573,NLD,BOG,4,249,198,25,11,U,128340.0,5019.0,91.0,4859.0,20015.0,63803651.0,41.0,20015.0,0.0
3,69,AUS,BOG,4,249,198,25,33,KG,139.0,139.0,139.0,14140.0,5.0,45249279.0,58.0,0.0,989.0
35,97,BOL,BUN,1,434,198,5,33,KG,203.0,4.0,282.0,95.0,203.0,4.0,1734.0,55.0,5464838.0
48,521,NIC,CTG,1,467,198,11,33,KG,201.0,59.0,226.0,44.0,201.0,59.0,1040.0,39.0,3263276.0
3,644,CZE,BOG,4,573,198,25,11,U,45600.0,2537.0,1450.0,12971.0,40683411.0,79.0,12792.0,25.0,0.0
48,403,JOR,CTG,1,580,198,23,33,KG,42275.0,56.0,45501.0,86.0,42275.0,56.0,200089.0,94.0,624392663.0
90,249,USA,MDE,4,169,198,5,11,U,1800.0,60.0,54.0,234.0,760441.0,5.0,0.0,0.0,0.0
37,239,ECU,IPI,3,169,198,17,11,U,744.0,46.0,48.0,44.0,6.0,512.0,16.0,1611327.0,6.0
90,493,MEX,MDE,4,249,199,5,11,U,6.0,2.0,55.0,2.0,21.0,207.0,58.0,653997.0,39.0
48,196,CRI,CTG,1,221,2,5,33,KG,1.0,5.0,1.0,57.0,1.0,5.0,3.0,9412.0,98.0
90,249,USA,MDE,4,169,198,5,11,U,7761.0,1188.0,1065.0,2588.0,13.0,8087802.0,71.0,0.0,0.0
3,196,CRI,BOG,4,169,198,11,82,M2,318.0,61.0,43.0,37.0,38.0,57.0,598.0,99.0,1886910.0
48,249,USA,CTG,1,434,199,11,33,KG,452.0,8.0,511.0,82.0,452.0,8.0,5144.0,76.0,16507271.0
3,244,ARE,BOG,4,23,198,11,11,U,2.0,176.0,126.0,2156.0,5.0,6919259.0,64.0,746.0,47.0
35,815,TTO,CTG,1,467,199,76,33,KG,159000.0,159413.0,159000.0,56879.0,7.0,178406322.0,2.0,54114.0,75.0
37,239,ECU,IPI,3,169,198,11,11,U,90.0,5658.0,59.0,5374.0,2.0,26360.0,82257961.0,6.0,0.0
90,211,CHL,MDE,4,580,198,5,11,U,5.0,73.0,14.0,37.0,63.0,911.0,98.0,2926142.0,54.0
3,317,GTM,BOG,4,580,198,11,33,KG,106.0,112.0,76.0,106.0,2788.0,8.0,9063627.0,88.0,0.0
48,345,HND,CTG,1,741,198,17,11,U,36.0,68.0,42.0,52.0,113.0,76.0,358409.0,98.0,0.0
37,239,ECU,IPI,3,239,198,11,11,U,198738.0,1663.0,6.0,1506.0,9.0,11174.0,34.0,35853540.0,35.0
48,83,BRB,CTG,1,434,198,13,11,U,12000.0,74.0,96.0,67.0,2.0,598.0,58.0,1945390.0,98.0
3,249,USA,BOG,4,105,198,11,11,U,38391.0,14780.0,79.0,14350.0,105517.0,39.0,332536999.0,3.0,105517.0
3,149,CAN,BOG,4,149,198,25,33,KG,80.0,100.0,15.0,80.0,528.0,1663506.0,24.0,0.0,0.0
35,211,CHL,BUN,1,232,198,76,33,KG,49428.0,50990.0,49428.0,46372.0,54.0,148669335.0,4.0,0.0,1520.0
3,493,MEX,BOG,4,249,198,25,11,U,102000.0,472.0,448.0,8.0,4323.0,4.0,13664192.0,16.0,0.0
3,589,PER,BOG,4,169,198,11,11,U,1.0,180.0,127.0,3399.0,2.0,10674133.0,84.0,0.0,0.0
35,580,PAN,BUN,1,607,198,76,11,U,136.0,1930.0,84.0,1853.0,68.0,3632.0,56.0,11362901.0,95.0
35,589,PER,BUN,1,741,198,5,33,KG,4518.0,4970.0,4518.0,14098.0,46.0,44314561.0,44.0,4782.0,73.0
48,245,ESP,CTG,1,23,198,11,33,KG,46176.0,49780.0,46176.0,98850.0,21.0,320825300.0,6.0,0.0,0.0
37,239,ECU,IPI,3,239,198,5,33,KG,8000.0,8456.0,8000.0,10000.0,31365900.0,0.0,800.0,0.0,0.0
3,399,JPN,BOG,4,573,198,11,11,U,1000.0,18.0,48.0,16.0,230.0,724842.0,7.0,0.0,0.0
90,249,USA,MDE,4,211,198,5,11,U,59354.0,13219.0,25.0,11878.0,41933.0,29.0,132795121.0,41933.0,22.0
3,245,ESP,BOG,4,245,198,11,11,U,1150.0,90.0,63.0,83.0,86.0,11.0,5.0,36180.0,61.0
3,589,PER,BOG,4,169,2,11,11,U,200.0,29.0,85.0,26.0,82.0,38.0,119722.0,4.0,0.0
3,580,PAN,BOG,4,249,198,25,33,KG,4.0,46.0,4.0,67.0,4.0,46.0,119.0,35.0,374479.0
3,647,DOM,BOG,4,249,198,11,11,U,11900.0,765.0,729.0,5204.0,5.0,16329951.0,47.0,5148.0,0.0
3,200,CUW,BOG,4,249,198,5,11,U,50.0,6.0,6.0,1918.0,8.0,5987730.0,5.0,1765.0,82.0
48,211,CHL,CTG,1,23,198,5,33,KG,4700.0,16.0,5374.0,63.0,4700.0,16.0,14722.0,46529175.0,44.0
3,169,COL,BOG,3,169,199,11,11,U,10.0,4.0,9.0,4.0,9.0,137.0,88.0,436355.0,73.0
35,97,BOL,BUN,1,351,199,25,33,KG,221.0,229.0,68.0,221.0,3288.0,91.0,10660015.0,9.0,0.0
48,391,JAM,CTG,1,434,198,11,33,KG,480.0,582.0,36.0,480.0,6475.0,9.0,20775714.0,77.0,0.0
89,850,VEN,CUC,3,850,198,54,67,M3,1.0,786.0,786.0,441.0,1433139.0,75.0,0.0,11.0,96.0
90,249,USA,MDE,4,211,198,5,11,U,48.0,10.0,8.0,4.0,2.0,7.0,8619.0,22.0,0.0
3,190,KOR,BOG,4,827,198,11,11,U,2400.0,97.0,54.0,60.0,432.0,1356562.0,8.0,432.0,0.0
87,493,MEX,BAQ,1,472,198,8,33,KG,4998542.0,4998542.0,4998542.0,2456852.0,99.0,7666757166.0,0.0,0.0,0.0
3,573,NLD,BOG,4,827,198,11,33,KG,20642.0,72.0,26260.0,8.0,20642.0,72.0,92428.0,8.0,292514044.0
48,611,PRI,CTG,1,741,199,8,33,KG,36641.0,36641.0,36641.0,38028.0,4.0,119531627.0,4.0,38028.0,4.0
41,196,CRI,TRB,1,607,198,5,11,U,12.0,2.0,22.0,2.0,9.0,68.0,4.0,215541.0,19.0
37,239,ECU,IPI,3,169,198,11,11,U,40.0,1897.0,35.0,1802.0,8820.0,27523339.0,2.0,0.0,0.0
3,105,BRA,BOG,4,211,198,25,33,KG,45.0,66.0,45.0,45.0,240.0,753645.0,6.0,0.0,126.0
3,628,GBR,BOG,4,249,198,68,11,U,54.0,9.0,23.0,8.0,734.0,4.0,2291739.0,26.0,0.0
37,239,ECU,IPI,3,169,198,5,33,KG,8435.0,14.0,10418.0,95.0,8435.0,14.0,41033.0,76.0,128965101.0
19,573,NLD,SMR,1,434,198,25,33,KG,69748.0,5.0,81398.0,55.0,69748.0,5.0,279294.0,1.0,878698954.0
41,87,BEL,TRB,1,221,198,5,33,KG,21516.0,23560.0,1.0,21516.0,46903.0,99.0,152025212.0,4.0,0.0
